task,condition,reward,rank,feature_index,mean_activation,std_activation,nonzero_count,n_response_units,feature_label
ultimatum_response,baseline,10,1,60228,5.66328125,1.0834670077284005,40,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,10,2,31084,5.2546875,2.848404072760526,31,40,willing to
ultimatum_response,baseline,10,3,58909,4.20234375,0.4812392196438673,40,40,fair and
ultimatum_response,baseline,10,4,24257,4.16953125,0.42743086406421776,40,40,guesses out of
ultimatum_response,baseline,10,5,29461,4.03203125,0.5690906217310101,40,40,better financial offers
ultimatum_response,baseline,10,6,50689,3.676953125,0.33712340642872934,40,40,maximum limit payoff
ultimatum_response,baseline,10,7,5546,3.55,0.6457512128569721,40,40,fair distribution
ultimatum_response,baseline,10,8,32595,3.501171875,0.04383188486547062,40,40,ratios and scores
ultimatum_response,baseline,10,9,10313,3.4666015625,0.5183786188849696,40,40,"refusal, rejection, denied"
ultimatum_response,baseline,10,10,28895,3.296875,0.0,40,40,explanation or reason
ultimatum_response,baseline,15,1,60228,6.35078125,0.16864688689965207,40,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,15,2,38746,4.84453125,0.7757458451135497,39,40,does not
ultimatum_response,baseline,15,3,24257,4.5,0.0,40,40,guesses out of
ultimatum_response,baseline,15,4,20797,4.03125,0.0,40,40,expressing apparent states or perceptions
ultimatum_response,baseline,15,5,5546,3.9640625,0.9315579922735624,40,40,fair distribution
ultimatum_response,baseline,15,6,58909,3.917578125,0.34451242685259026,40,40,fair and
ultimatum_response,baseline,15,7,50689,3.858984375,0.15552517427730245,40,40,maximum limit payoff
ultimatum_response,baseline,15,8,1369,3.805419921875,0.5538646666247937,40,40,distribution of wealth and power
ultimatum_response,baseline,15,9,29461,3.759375,0.31167469143523646,40,40,better financial offers
ultimatum_response,baseline,15,10,32595,3.59375,0.0,40,40,ratios and scores
ultimatum_response,baseline,20,1,60228,6.575,0.29221674318901575,40,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,20,2,31084,4.34140625,3.0266426607543937,27,40,willing to
ultimatum_response,baseline,20,3,58909,4.1265625,0.5005343824041931,40,40,fair and
ultimatum_response,baseline,20,4,29461,4.026953125,0.5360193484785354,40,40,better financial offers
ultimatum_response,baseline,20,5,20797,3.969140625,0.02195507108810804,40,40,expressing apparent states or perceptions
ultimatum_response,baseline,20,6,50689,3.739453125,0.13618814446698838,40,40,maximum limit payoff
ultimatum_response,baseline,20,7,5546,3.59296875,0.7882727328578536,40,40,fair distribution
ultimatum_response,baseline,20,8,37960,3.5203125,3.026522973412518,23,40,words starting with dis
ultimatum_response,baseline,20,9,10313,3.4953125,0.16095266918803156,40,40,"refusal, rejection, denied"
ultimatum_response,baseline,20,10,32595,3.46328125,0.08001998651703171,40,40,ratios and scores
ultimatum_response,baseline,25,1,60228,5.90390625,1.3979553550828017,39,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,25,2,31084,5.6640625,1.8883606016115546,36,40,willing to
ultimatum_response,baseline,25,3,37960,5.34765625,2.022362618702056,35,40,words starting with dis
ultimatum_response,baseline,25,4,26699,4.34375,0.0,40,40,making a choice
ultimatum_response,baseline,25,5,58909,4.1765625,0.28679856688754096,40,40,fair and
ultimatum_response,baseline,25,6,38771,3.9796875,1.505305558422857,35,40,expressing feelings or opinions
ultimatum_response,baseline,25,7,50689,3.782421875,0.12843842666180919,40,40,maximum limit payoff
ultimatum_response,baseline,25,8,29461,3.778125,0.7296322918086887,40,40,better financial offers
ultimatum_response,baseline,25,9,24356,3.734375,0.0,40,40,explaining a reason
ultimatum_response,baseline,25,10,13411,3.6828125,1.2322479696042312,36,40,give up / give way
ultimatum_response,baseline,30,1,31084,6.14765625,0.9848705969686764,39,40,willing to
ultimatum_response,baseline,30,2,37960,6.0234375,0.9702294650461559,39,40,words starting with dis
ultimatum_response,baseline,30,3,60228,5.490234375,1.3842889694452292,40,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,30,4,38771,4.5,0.7281987623581903,39,40,expressing feelings or opinions
ultimatum_response,baseline,30,5,26699,4.3125,0.0,40,40,making a choice
ultimatum_response,baseline,30,6,58909,4.236328125,0.3252700857166385,40,40,fair and
ultimatum_response,baseline,30,7,13411,4.0359375,0.6602389925956726,39,40,give up / give way
ultimatum_response,baseline,30,8,54073,3.871875,0.6204049836598666,39,40,approval of
ultimatum_response,baseline,30,9,29461,3.83671875,0.788295961210595,40,40,better financial offers
ultimatum_response,baseline,30,10,50689,3.81015625,0.09866974092110543,40,40,maximum limit payoff
ultimatum_response,baseline,35,1,60228,5.821875,0.9881178842248518,40,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,35,2,26699,4.415625,0.15752603951409527,40,40,making a choice
ultimatum_response,baseline,35,3,50689,3.958203125,0.2827302085904698,40,40,maximum limit payoff
ultimatum_response,baseline,35,4,58909,3.756640625,0.3955299472972711,40,40,fair and
ultimatum_response,baseline,35,5,29461,3.701953125,0.32201126325349166,40,40,better financial offers
ultimatum_response,baseline,35,6,20797,3.6453125,0.4940589421124241,40,40,expressing apparent states or perceptions
ultimatum_response,baseline,35,7,10313,3.480859375,0.22260793061228495,40,40,"refusal, rejection, denied"
ultimatum_response,baseline,35,8,19310,3.462890625,0.5200647812618963,40,40,rejected or denied
ultimatum_response,baseline,35,9,24356,3.45625,0.4725781185423215,40,40,explaining a reason
ultimatum_response,baseline,35,10,238,3.38984375,1.573924832983714,40,40,accept and its forms
ultimatum_response,baseline,40,1,26699,4.5078125,0.15128841196122722,40,40,making a choice
ultimatum_response,baseline,40,2,11391,4.084765625,3.0363176218781422,40,40,if ... were statements
ultimatum_response,baseline,40,3,50689,4.083203125,0.39721607360586536,40,40,maximum limit payoff
ultimatum_response,baseline,40,4,19310,3.775,0.49275512903215957,40,40,rejected or denied
ultimatum_response,baseline,40,5,29461,3.685546875,0.41994912702267806,40,40,better financial offers
ultimatum_response,baseline,40,6,10313,3.60546875,0.21511346706084478,40,40,"refusal, rejection, denied"
ultimatum_response,baseline,40,7,60228,3.47412109375,2.1365299790035777,31,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,40,8,58909,3.321337890625,0.8045581587756768,40,40,fair and
ultimatum_response,baseline,40,9,50372,3.31328125,0.2764112845782281,40,40,numbers in arithmetic expressions
ultimatum_response,baseline,40,10,15122,3.1984375,2.7497829282224715,23,40,compared to or with
ultimatum_response,baseline,45,1,11391,6.27421875,1.0289151480253078,39,40,if ... were statements
ultimatum_response,baseline,45,2,15122,4.978125,1.659374999999998,36,40,compared to or with
ultimatum_response,baseline,45,3,26699,4.53984375,0.7269567982510616,39,40,making a choice
ultimatum_response,baseline,45,4,50689,4.3609375,0.079041499187108,40,40,maximum limit payoff
ultimatum_response,baseline,45,5,19310,4.1390625,0.3967611795447634,40,40,rejected or denied
ultimatum_response,baseline,45,6,60228,4.0986328125,0.659545037641286,40,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,45,7,29461,3.9640625,0.08372142702887692,40,40,better financial offers
ultimatum_response,baseline,45,8,238,3.896484375,0.23174797259681557,40,40,accept and its forms
ultimatum_response,baseline,45,9,36182,3.8296875,0.6135852152767788,39,40,linking words after punctuation
ultimatum_response,baseline,45,10,10313,3.762890625,0.09295808105799747,40,40,"refusal, rejection, denied"
ultimatum_response,baseline,50,1,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,baseline,50,2,11391,4.034613037109375,3.0813578772895953,40,40,if ... were statements
ultimatum_response,baseline,50,3,238,3.9375,0.0,40,40,accept and its forms
ultimatum_response,baseline,50,4,29461,3.897265625,0.27797326224204205,40,40,better financial offers
ultimatum_response,baseline,50,5,60228,3.809619140625,3.156810476187087,31,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,50,6,50689,3.794921875,0.3778406003688721,40,40,maximum limit payoff
ultimatum_response,baseline,50,7,24356,3.7859375,0.40915726557003484,40,40,explaining a reason
ultimatum_response,baseline,50,8,19310,3.649609375,0.6854095304015233,40,40,rejected or denied
ultimatum_response,baseline,50,9,6412,3.56484375,1.0222891338766094,38,40,better comparisons and improvements
ultimatum_response,baseline,50,10,36182,3.4796875,1.3154691119045714,35,40,linking words after punctuation
ultimatum_response,baseline,55,1,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,baseline,55,2,50689,4.39453125,0.15079339329339594,40,40,maximum limit payoff
ultimatum_response,baseline,55,3,36182,4.03046875,0.043910142176256536,40,40,linking words after punctuation
ultimatum_response,baseline,55,4,29461,3.925390625,0.33743285464886824,40,40,better financial offers
ultimatum_response,baseline,55,5,238,3.921875,0.0,40,40,accept and its forms
ultimatum_response,baseline,55,6,24356,3.623046875,0.5190838945677375,40,40,explaining a reason
ultimatum_response,baseline,55,7,19310,3.5900390625,0.7340029549188409,40,40,rejected or denied
ultimatum_response,baseline,55,8,1617,3.36796875,0.11502961150693425,40,40,detecting still
ultimatum_response,baseline,55,9,10313,3.227197265625,0.9269782473265984,40,40,"refusal, rejection, denied"
ultimatum_response,baseline,55,10,13951,3.191796875,0.2687088336022082,40,40,sum of products for game outcomes
ultimatum_response,baseline,60,1,11391,6.45234375,0.11180066926651099,40,40,if ... were statements
ultimatum_response,baseline,60,2,60228,5.7515625,2.3311164715445365,40,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,60,3,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,baseline,60,4,28802,4.453125,1.3992010834311843,40,40,contrast conjunctions like while or although
ultimatum_response,baseline,60,5,50689,4.36875,0.12484365222147098,40,40,maximum limit payoff
ultimatum_response,baseline,60,6,19310,4.2296875,0.0511345880373702,40,40,rejected or denied
ultimatum_response,baseline,60,7,29461,4.205078125,0.32369003388598494,40,40,better financial offers
ultimatum_response,baseline,60,8,36182,3.9515625,0.031210913055364185,40,40,linking words after punctuation
ultimatum_response,baseline,60,9,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,baseline,60,10,6412,3.82109375,0.4973556784620401,40,40,better comparisons and improvements
ultimatum_response,baseline,65,1,26699,4.625,0.0,40,40,making a choice
ultimatum_response,baseline,65,2,50689,4.35625,0.11456439237389042,40,40,maximum limit payoff
ultimatum_response,baseline,65,3,36182,3.996875,0.04296164714018371,40,40,linking words after punctuation
ultimatum_response,baseline,65,4,238,3.921875,0.0,40,40,accept and its forms
ultimatum_response,baseline,65,5,29461,3.798828125,0.3829589563593715,40,40,better financial offers
ultimatum_response,baseline,65,6,11391,3.66778564453125,3.088596462985374,40,40,if ... were statements
ultimatum_response,baseline,65,7,19310,3.616796875,0.9080194706782777,40,40,rejected or denied
ultimatum_response,baseline,65,8,18259,3.41171875,0.26335310592138295,40,40,"comparisons with ""than"""
ultimatum_response,baseline,65,9,1617,3.269921875,0.14071123657906243,40,40,detecting still
ultimatum_response,baseline,65,10,28802,3.2390625,0.007160274523229572,40,40,contrast conjunctions like while or although
ultimatum_response,baseline,70,1,27146,4.64609375,2.6918150995700723,30,40,both parties' interests
ultimatum_response,baseline,70,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,baseline,70,3,50689,4.42890625,0.1002894979468926,40,40,maximum limit payoff
ultimatum_response,baseline,70,4,29461,4.094140625,0.15438288741870904,40,40,better financial offers
ultimatum_response,baseline,70,5,36182,3.985546875,0.026002248813554646,40,40,linking words after punctuation
ultimatum_response,baseline,70,6,238,3.90625,0.0,40,40,accept and its forms
ultimatum_response,baseline,70,7,60228,3.877734375,1.811842847935558,40,40,"artificial intelligence, such as, due to"
ultimatum_response,baseline,70,8,5107,3.81328125,2.267805927672369,30,40,result in outcomes
ultimatum_response,baseline,70,9,24356,3.710546875,0.4755623149292413,40,40,explaining a reason
ultimatum_response,baseline,70,10,19310,3.6765625,0.3708461344934708,40,40,rejected or denied
ultimatum_response,baseline,75,1,26699,4.625,0.0,40,40,making a choice
ultimatum_response,baseline,75,2,50689,4.387109375,0.1424571404501641,40,40,maximum limit payoff
ultimatum_response,baseline,75,3,36182,3.981640625,0.022340881590384543,40,40,linking words after punctuation
ultimatum_response,baseline,75,4,29461,3.97578125,0.09832272574761203,40,40,better financial offers
ultimatum_response,baseline,75,5,27146,3.92890625,3.0433391943962538,25,40,both parties' interests
ultimatum_response,baseline,75,6,238,3.890625,0.0,40,40,accept and its forms
ultimatum_response,baseline,75,7,19310,3.6515625,0.44118426387111825,40,40,rejected or denied
ultimatum_response,baseline,75,8,24356,3.569921875,0.5504790560612731,40,40,explaining a reason
ultimatum_response,baseline,75,9,10313,3.436328125,0.23307942699240627,40,40,"refusal, rejection, denied"
ultimatum_response,baseline,75,10,1617,3.34921875,0.15462238212719076,40,40,detecting still
ultimatum_response,baseline,80,1,27146,5.71640625,1.6444210176832554,37,40,both parties' interests
ultimatum_response,baseline,80,2,26699,4.625,0.0,40,40,making a choice
ultimatum_response,baseline,80,3,5107,4.6140625,1.3905117580296644,37,40,result in outcomes
ultimatum_response,baseline,80,4,50689,4.45859375,0.06532203130212606,40,40,maximum limit payoff
ultimatum_response,baseline,80,5,3578,4.115576171875,1.209945302743706,39,40,presence of any
ultimatum_response,baseline,80,6,29461,4.01328125,0.2151361646398248,40,40,better financial offers
ultimatum_response,baseline,80,7,36182,3.977734375,0.020636685846730545,40,40,linking words after punctuation
ultimatum_response,baseline,80,8,238,3.921875,0.0,40,40,accept and its forms
ultimatum_response,baseline,80,9,24356,3.866796875,0.30022752399156966,40,40,explaining a reason
ultimatum_response,baseline,80,10,14161,3.7984375,0.8784238259341268,38,40,significant impact or contribution
ultimatum_response,baseline,85,1,26699,4.625,0.0,40,40,making a choice
ultimatum_response,baseline,85,2,27146,4.54609375,2.6455112659745823,30,40,both parties' interests
ultimatum_response,baseline,85,3,50689,4.4328125,0.08372142702887692,40,40,maximum limit payoff
ultimatum_response,baseline,85,4,29461,4.00546875,0.09214445499288955,40,40,better financial offers
ultimatum_response,baseline,85,5,36182,3.989453125,0.019574171588114225,40,40,linking words after punctuation
ultimatum_response,baseline,85,6,5107,3.9828125,2.0224080392798456,32,40,result in outcomes
ultimatum_response,baseline,85,7,238,3.921875,0.0,40,40,accept and its forms
ultimatum_response,baseline,85,8,24356,3.72265625,0.4820097239926149,40,40,explaining a reason
ultimatum_response,baseline,85,9,19310,3.5671875,0.35017434273872594,40,40,rejected or denied
ultimatum_response,baseline,85,10,1617,3.4625,0.1314173040832191,40,40,detecting still
ultimatum_response,baseline,90,1,27146,4.81640625,2.2396374599806186,33,40,both parties' interests
ultimatum_response,baseline,90,2,26699,4.59375,0.0,40,40,making a choice
ultimatum_response,baseline,90,3,5107,4.46953125,2.101867281570351,33,40,result in outcomes
ultimatum_response,baseline,90,4,50689,4.40546875,0.0879695825893233,40,40,maximum limit payoff
ultimatum_response,baseline,90,5,36182,3.994921875,0.021363295177900248,40,40,linking words after punctuation
ultimatum_response,baseline,90,6,238,3.9375,0.0,40,40,accept and its forms
ultimatum_response,baseline,90,7,29461,3.87890625,0.11030574961640874,40,40,better financial offers
ultimatum_response,baseline,90,8,24356,3.758984375,0.4215260058216878,40,40,explaining a reason
ultimatum_response,baseline,90,9,14161,3.5625,1.2094597838497978,36,40,significant impact or contribution
ultimatum_response,baseline,90,10,19310,3.462109375,0.37667087878907657,40,40,rejected or denied
ultimatum_response,prompting,10,1,60228,4.951513671875,2.7094230757587163,33,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,10,2,26699,4.396875,0.12888494142064072,40,40,making a choice
ultimatum_response,prompting,10,3,58909,4.253955078125,0.807368874252144,40,40,fair and
ultimatum_response,prompting,10,4,5546,4.10078125,0.9609244790784492,40,40,fair distribution
ultimatum_response,prompting,10,5,50689,3.878515625,0.2812388778182804,40,40,maximum limit payoff
ultimatum_response,prompting,10,6,29461,3.85625,0.47946350633416135,40,40,better financial offers
ultimatum_response,prompting,10,7,31084,3.7774120330810548,3.0884789887823616,25,40,willing to
ultimatum_response,prompting,10,8,24356,3.70546875,0.013327126647778837,40,40,explaining a reason
ultimatum_response,prompting,10,9,49787,3.4546875,4.460153170978969,15,40,lack of
ultimatum_response,prompting,10,10,37960,3.45078125,3.1217005042261725,22,40,words starting with dis
ultimatum_response,prompting,15,1,60228,5.5869384765625,2.1184022746102635,39,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,15,2,26699,4.5125,0.13778379803154914,40,40,making a choice
ultimatum_response,prompting,15,3,58909,4.062109375,0.5829767645103705,40,40,fair and
ultimatum_response,prompting,15,4,50689,4.055859375,0.3257894464646402,40,40,maximum limit payoff
ultimatum_response,prompting,15,5,5107,3.9,3.9013419165717838,20,40,result in outcomes
ultimatum_response,prompting,15,6,5546,3.8375,0.537279660506286,40,40,fair distribution
ultimatum_response,prompting,15,7,24257,3.762890625,0.9377401222434903,40,40,guesses out of
ultimatum_response,prompting,15,8,24356,3.7515625,0.0231228884171197,40,40,explaining a reason
ultimatum_response,prompting,15,9,29461,3.67109375,0.25946322859354987,40,40,better financial offers
ultimatum_response,prompting,15,10,27146,3.4828125,2.8685640428564168,24,40,both parties' interests
ultimatum_response,prompting,20,1,60228,5.996875,2.8833776334619157,37,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,20,2,27146,5.3560546875,1.3398504549531562,39,40,both parties' interests
ultimatum_response,prompting,20,3,5107,4.9453125,3.6453145092150487,26,40,result in outcomes
ultimatum_response,prompting,20,4,26699,4.625,0.0,40,40,making a choice
ultimatum_response,prompting,20,5,238,4.35859375,0.8603967647390591,40,40,accept and its forms
ultimatum_response,prompting,20,6,50689,4.273046875,0.2927965639840362,40,40,maximum limit payoff
ultimatum_response,prompting,20,7,32499,3.9328125,2.2826895072958897,30,40,aligned with something
ultimatum_response,prompting,20,8,36182,3.890625,0.0,40,40,linking words after punctuation
ultimatum_response,prompting,20,9,29461,3.787890625,0.14744269858230963,40,40,better financial offers
ultimatum_response,prompting,20,10,24356,3.753515625,0.006524723862734992,40,40,explaining a reason
ultimatum_response,prompting,25,1,27146,5.66328125,0.7132341851942359,40,40,both parties' interests
ultimatum_response,prompting,25,2,60228,5.6578125,1.6501205862659698,39,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,25,3,5107,5.2828125,3.673602984362729,27,40,result in outcomes
ultimatum_response,prompting,25,4,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,prompting,25,5,32499,4.50078125,1.9089438892908652,34,40,aligned with something
ultimatum_response,prompting,25,6,50689,4.258984375,0.23865589144516705,40,40,maximum limit payoff
ultimatum_response,prompting,25,7,238,4.0703125,0.6443015689246391,40,40,accept and its forms
ultimatum_response,prompting,25,8,36182,3.921875,0.0,40,40,linking words after punctuation
ultimatum_response,prompting,25,9,8867,3.87305908203125,3.344961407713048,27,40,degree or extent
ultimatum_response,prompting,25,10,29461,3.8671875,0.2794648205722866,40,40,better financial offers
ultimatum_response,prompting,30,1,60228,6.932421875,2.1603148605309492,39,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,30,2,5107,6.11015625,3.056962368250292,32,40,result in outcomes
ultimatum_response,prompting,30,3,27146,5.802734375,0.34740049405763057,40,40,both parties' interests
ultimatum_response,prompting,30,4,26699,4.625,0.0,40,40,making a choice
ultimatum_response,prompting,30,5,50689,4.40703125,0.2535381947773109,40,40,maximum limit payoff
ultimatum_response,prompting,30,6,32499,4.40625,1.855286997677179,34,40,aligned with something
ultimatum_response,prompting,30,7,238,4.393359375,0.8078207166833073,40,40,accept and its forms
ultimatum_response,prompting,30,8,17389,4.3609375,2.1806136025425844,32,40,well-being and wellness
ultimatum_response,prompting,30,9,36182,4.00859375,0.3779982677601623,40,40,linking words after punctuation
ultimatum_response,prompting,30,10,24356,3.81328125,0.022357950033173115,40,40,explaining a reason
ultimatum_response,prompting,35,1,5107,6.55625,2.757413657419755,34,40,result in outcomes
ultimatum_response,prompting,35,2,60228,5.996875,1.8456796046781794,39,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,35,3,27146,5.789117813110352,1.0595406074232248,40,40,both parties' interests
ultimatum_response,prompting,35,4,238,4.84453125,0.9658345115551294,40,40,accept and its forms
ultimatum_response,prompting,35,5,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,prompting,35,6,17389,4.4962890625,2.0335923900152735,34,40,well-being and wellness
ultimatum_response,prompting,35,7,32499,4.4796875,1.8893144993207858,34,40,aligned with something
ultimatum_response,prompting,35,8,50689,4.40703125,0.15522908662984597,40,40,maximum limit payoff
ultimatum_response,prompting,35,9,12745,4.058203125,0.864056760689572,40,40,leaving or exiting
ultimatum_response,prompting,35,10,36182,3.96875,0.0,40,40,linking words after punctuation
ultimatum_response,prompting,40,1,60228,6.8360107421875,2.818978891045166,39,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,40,2,27146,5.659375,0.7160121087270458,40,40,both parties' interests
ultimatum_response,prompting,40,3,5107,5.4734375,3.392982691227403,29,40,result in outcomes
ultimatum_response,prompting,40,4,238,4.86796875,0.9766434341462269,40,40,accept and its forms
ultimatum_response,prompting,40,5,26699,4.625,0.0,40,40,making a choice
ultimatum_response,prompting,40,6,50689,4.2546875,0.24819170230640153,40,40,maximum limit payoff
ultimatum_response,prompting,40,7,12745,4.086328125,1.0270985775655193,40,40,leaving or exiting
ultimatum_response,prompting,40,8,32499,3.95625,2.288086929483887,30,40,aligned with something
ultimatum_response,prompting,40,9,36182,3.94609375,0.007773339352358906,40,40,linking words after punctuation
ultimatum_response,prompting,40,10,13743,3.8828125,2.551402704732977,28,40,"even if, even when"
ultimatum_response,prompting,45,1,5107,6.95703125,2.0250830362508445,37,40,result in outcomes
ultimatum_response,prompting,45,2,60228,6.52578125,1.1826151069603927,40,40,"artificial intelligence, such as, due to"
ultimatum_response,prompting,45,3,27146,5.7703125,0.47252645428588685,40,40,both parties' interests
ultimatum_response,prompting,45,4,17389,4.790625,1.7089771874848851,37,40,well-being and wellness
ultimatum_response,prompting,45,5,32499,4.78046875,1.5977353281163118,36,40,aligned with something
ultimatum_response,prompting,45,6,26699,4.65625,0.0,40,40,making a choice
ultimatum_response,prompting,45,7,238,4.473828125,0.9039463413483747,40,40,accept and its forms
ultimatum_response,prompting,45,8,50689,4.40234375,0.1570195891192822,40,40,maximum limit payoff
ultimatum_response,prompting,45,9,34388,4.321875,1.0140901864479301,38,40,perfect
ultimatum_response,prompting,45,10,45326,4.300390625,1.0346445521845793,38,40,equal opportunity and representation
